drug name,side effect,side effect,side effect,side effect,side effect,interacts with,interacts with,interacts with,disease name,disease category,drug category,product name,company name,clinical trial title,clinical trial start date,clinical trial completion date,clinical trial participants,clinical trial status,clinical trial condition,clinical trial condition,clinical trial address,clinical trial institution,clinical trial address,clinical trial main researcher,clinical trial condition
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,MyOxin,"GM  Pharamceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,MyOxin,"GM  Pharamceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,MyOxin,"GM  Pharamceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,Trioxin,"Vertical Pharmaceuticals, Inc",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,Cipro,"Physicians Total Care, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,CIPRO,"Alcon Laboratories, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,Cipro HC,Stat Rx USA,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,FIRST Dukes Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,FIRST Marys Mouthwash Compounding,"CutisPharma, Inc.",Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Malaria,Immunological,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Obesity,Nutritional,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Asthma, dimished response to antileukotriene treatment in, 600807",Respiratory,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Atherosclerosis, susceptibility to",Cardiovascular,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Malaria, resistance to, 248310",Immunological,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,"Obesity, adrenal insufficiency, and red hair",Nutritional,Anti-inflammatory agents,Hydrocortisone,A-S Medication Solutions LLC,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Asthma,Respiratory,Anti-inflammatory agents,Premier Value ,Chain Drug Consortium,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Atherosclerosis,Cardiovascular,Anti-inflammatory agents,Premier Value ,Chain Drug Consortium,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
hydrocortisone,,,,,,butabarbital,salsalate,midodrine,Cortisol resistance,Endocrine,Anti-inflammatory agents,Premier Value ,Chain Drug Consortium,Low Doses Corticosteroids as Adjuvant Therapy for the Treatment of Severe H1N1 Flu,2010.03.01,2011.12.01,40,Terminated,"Pneumonia, Viral",Influenza in Humans,France,University of Versailles,Raymond Poincaré hospital,Djillali Annane,
